topic,word_count,study_times,total_time_mins,gap_days,confidence,quiz_score,days_since_last,burn_rate_days
Artificial Intelligence,3435,1,48,12,1,54,13,1
Pharmacology,3443,8,131,4,10,75,12,14
Mathematics,1522,1,181,12,8,77,11,9
Financial Accounting,2316,6,94,3,7,96,22,8
Pathology,674,11,122,8,9,65,2,12
Computer Networks,2039,3,34,14,7,99,20,1
Machine Learning,4476,8,49,13,2,63,1,3
Science,4563,9,161,5,7,49,29,3
Software Engineering,4595,7,78,6,1,64,27,1
Economics,1891,3,281,3,4,31,21,6
English,2913,3,261,13,1,87,23,1
English,4928,15,274,7,7,81,27,4
Microbiology,2365,15,133,12,6,59,16,1
History,4068,9,209,7,9,82,4,15
Computer Networks,2910,14,261,7,4,82,6,8
Economics,2571,4,287,4,8,61,20,10
Machine Learning,1349,13,360,5,7,69,3,13
Social Studies,3930,5,348,12,2,77,29,1
Physics,4609,3,402,10,10,96,30,8
Pharmacology,1775,8,439,8,7,45,19,5
Compiler Design,3401,1,464,5,2,87,11,17
Economics,425,12,256,5,7,49,4,12
Management Accounting,1324,6,132,1,5,50,19,7
Biochemistry,4847,3,164,9,10,59,9,13
Biology,890,10,107,11,9,42,25,1
Microbiology,3741,10,258,13,8,55,14,4
Biology,1422,6,208,14,4,96,29,1
Pathology,3324,8,49,9,10,70,22,6
Biology,2791,4,478,5,1,96,7,11
Economics,2739,9,451,8,6,80,25,3
Mathematics,3199,10,297,12,10,58,18,5
Corporate Finance,2812,2,327,1,3,33,16,11
Science,1951,8,45,1,3,81,14,8
Economics,4825,12,428,2,7,98,8,17
Auditing,442,5,343,11,3,96,7,5
Biochemistry,1621,14,41,7,10,36,22,5
Pathology,4641,3,130,11,9,32,24,3
Computer Networks,1768,2,169,13,4,88,26,1
Microbiology,1074,9,142,6,5,54,17,4
Software Engineering,654,7,58,8,3,36,10,2
Compiler Design,3709,7,229,12,7,61,21,2
Physiology,547,7,309,4,9,67,26,7
Mathematics,3737,10,246,12,9,72,15,6
Software Engineering,4184,2,334,11,2,75,19,3
Biology,4441,15,42,1,5,83,12,12
Auditing,1107,3,362,3,10,48,7,19
English,835,5,284,1,10,32,10,16
History,4260,14,264,7,10,73,16,11
Pathology,3622,12,248,12,7,34,19,1
Cost Accounting,917,9,112,11,10,86,6,10
Chemistry,1317,2,304,13,2,36,8,3
English,4281,12,308,2,1,83,13,8
Chemistry,4779,4,468,13,9,44,12,10
Algorithms,826,13,106,7,5,61,20,2
Artificial Intelligence,2820,1,449,9,2,99,18,11
Artificial Intelligence,1100,14,32,6,5,87,13,6
Pathology,1819,1,192,4,8,94,15,15
Chemistry,1971,15,232,2,1,65,23,1
Social Studies,948,4,269,12,9,54,18,4
Mathematics,4295,15,144,1,5,72,11,12
Machine Learning,1950,5,94,1,3,31,15,6
Biology,3146,14,228,10,8,39,10,7
Microbiology,4026,8,154,5,5,68,5,11
Artificial Intelligence,1833,13,239,13,5,65,29,1
Artificial Intelligence,4178,6,138,8,6,46,26,1
English,3351,9,227,3,6,71,11,12
Microbiology,1134,14,65,8,2,31,14,1
Social Studies,3454,3,477,9,6,98,13,12
Machine Learning,4443,1,212,11,7,39,30,2
Operating Systems,4245,8,145,3,4,84,7,12
Biochemistry,4576,3,134,3,4,60,3,14
Financial Accounting,406,14,222,7,2,89,14,2
DBMS,2508,15,150,4,9,52,6,14
Cost Accounting,3337,5,352,10,8,50,7,11
Pathology,4993,4,248,4,2,74,19,6
Chemistry,4076,14,407,3,2,81,7,10
Financial Accounting,306,1,190,7,8,43,24,6
Pharmacology,1498,14,202,3,7,68,2,15
English,2072,13,75,14,6,80,5,4
Data Structures,1847,9,334,13,5,61,24,1
Pathology,3825,10,439,6,4,96,22,5
Microbiology,1091,8,362,8,8,91,0,14
Cost Accounting,1363,1,60,12,7,60,20,1
English,3282,10,152,2,10,87,25,11
English,1003,13,306,3,7,86,11,12
Corporate Finance,558,6,36,3,6,46,20,5
Operating Systems,4183,8,178,7,7,45,19,6
Cyber Security,2588,14,343,10,7,35,14,4
Physiology,545,15,389,14,5,85,23,1
Biology,3790,1,230,10,7,65,21,8
Physics,3423,10,90,9,10,85,20,7
Compiler Design,4992,8,470,8,6,58,13,9
English,2154,7,266,3,6,94,26,6
Science,1625,4,320,2,3,91,21,7
Financial Accounting,606,8,434,8,2,50,13,2
Economics,3983,4,471,2,8,93,18,16
Operating Systems,2673,14,126,5,5,95,15,7
Physics,983,14,116,9,7,31,2,8
Chemistry,3599,11,329,5,6,73,8,12
Software Engineering,2730,15,169,14,2,75,1,2
Pathology,1935,13,392,3,3,43,0,12
History,1625,3,392,14,9,93,29,2
Mathematics,1850,13,64,5,2,64,18,1
Corporate Finance,565,11,312,1,9,47,16,12
Data Structures,1772,14,99,5,7,93,6,12
Data Structures,1401,14,69,7,3,91,0,9
Auditing,1168,1,465,7,10,46,28,14
Financial Accounting,3775,12,212,5,2,52,7,7
History,899,1,238,12,6,98,2,12
Geography,442,4,268,14,2,100,5,2
Chemistry,570,2,335,10,10,59,5,15
Biology,3612,4,59,2,8,79,29,7
Financial Accounting,3478,9,134,12,8,35,4,8
Chemistry,3853,4,42,14,3,47,11,1
History,513,2,377,10,8,38,7,12
English,2456,5,237,2,2,56,3,12
Science,1653,7,337,14,5,89,15,1
Anatomy,1644,2,373,6,8,72,5,18
Physiology,1501,5,389,5,3,35,0,12
History,916,5,475,5,10,83,18,13
History,3857,3,296,9,2,56,2,9
Science,2142,15,304,3,7,55,13,11
Data Structures,910,15,212,7,4,52,3,7
Biology,802,2,394,12,10,73,3,16
English,2096,11,346,9,1,41,18,1
English,4523,15,148,9,2,75,2,6
Compiler Design,1570,7,333,4,1,31,29,1
Biochemistry,1716,9,56,13,2,86,5,1
Geography,4966,15,265,4,8,87,24,9
History,3695,7,258,3,7,87,0,18
DBMS,4147,10,444,6,8,81,1,17
Artificial Intelligence,315,1,32,12,9,99,18,4
Chemistry,2367,2,230,9,6,67,3,12
Computer Networks,4498,7,363,6,5,33,26,3
Corporate Finance,1439,12,452,13,9,47,0,10
Pathology,3897,2,108,5,1,59,20,2
Anatomy,4053,8,366,10,10,43,15,9
Chemistry,4806,11,323,13,5,89,25,1
Compiler Design,2469,11,75,14,5,39,24,1
English,416,10,72,13,9,55,22,1
Operating Systems,1899,14,136,7,3,65,4,7
Anatomy,3670,6,268,2,5,50,26,6
Mathematics,1684,4,91,11,4,76,15,1
DBMS,1570,15,183,13,5,79,20,1
Management Accounting,3163,6,63,8,1,90,9,3
Machine Learning,4699,6,282,6,3,57,5,10
Cost Accounting,1918,12,76,5,1,77,0,8
Social Studies,2926,13,202,5,10,60,13,12
Science,1436,3,40,7,8,57,0,13
Pharmacology,757,6,240,11,2,53,14,1
Computer Networks,4685,7,142,9,5,63,12,6
Biochemistry,1993,4,61,10,3,92,28,1
Economics,1903,14,382,14,9,33,25,1
Algorithms,775,11,180,3,3,38,3,9
Pharmacology,4722,3,51,9,9,72,25,4
Mathematics,2024,7,300,13,8,39,16,3
Compiler Design,1808,15,139,14,5,43,25,1
Compiler Design,2866,4,364,2,2,40,26,4
Financial Accounting,4722,9,161,7,5,46,5,9
History,2090,10,328,6,9,81,3,15
Pathology,2629,5,202,12,4,93,7,5
Software Engineering,1545,14,476,8,9,34,12,9
Artificial Intelligence,2894,10,289,13,5,80,8,4
Financial Accounting,3143,3,319,13,2,59,7,4
Computer Networks,2380,15,155,13,6,73,9,3
Science,390,10,48,10,9,60,17,4
Corporate Finance,1224,9,188,1,10,83,28,10
Economics,1990,15,135,4,5,39,12,7
Science,3494,9,467,13,2,52,29,1
Management Accounting,1312,15,147,10,10,100,26,3
Chemistry,1913,5,200,6,10,63,24,8
Operating Systems,3229,6,348,12,3,77,29,1
English,4415,13,453,10,1,93,10,3
Pharmacology,811,11,264,10,8,87,9,8
Data Structures,3160,9,89,9,3,42,23,1
Auditing,767,12,88,7,8,96,29,2
Science,2126,2,313,4,7,86,14,15
Hindi,483,12,74,8,8,94,30,1
Management Accounting,2309,14,386,7,7,64,27,2
Social Studies,4127,14,95,4,7,65,6,13
Mathematics,4397,8,298,2,2,92,20,7
Pathology,3543,9,276,6,4,69,18,5
Physics,3713,4,369,5,7,86,13,13
English,814,3,185,1,3,95,28,4
DBMS,3422,1,143,2,4,49,3,15
Biochemistry,788,14,305,13,7,69,11,3
Economics,4359,6,170,7,3,73,9,7
Compiler Design,2290,5,182,8,2,61,1,7
Pharmacology,3225,3,318,1,6,76,22,12
English,3485,3,96,7,9,73,13,11
History,4593,8,143,3,5,98,17,9
Economics,4222,3,82,8,4,65,28,1
Biology,3931,2,274,9,7,86,3,15
Corporate Finance,1345,2,231,7,8,99,24,8
Compiler Design,2663,3,243,6,5,60,12,9
Geography,1790,10,81,8,2,39,6,3
Biology,1995,3,417,6,10,40,6,18
Management Accounting,2204,15,458,13,10,68,26,1
Software Engineering,2815,4,329,4,2,65,11,9
Biochemistry,2985,1,56,11,4,59,24,1
Microbiology,689,6,197,10,4,62,1,7
Computer Networks,4010,15,114,7,10,78,21,8
DBMS,4200,1,61,13,3,30,5,3
Anatomy,540,4,369,6,1,39,0,9
Physics,4379,11,68,5,5,47,29,1
Data Structures,1419,11,218,4,8,49,20,7
Biochemistry,4997,10,77,9,1,79,24,1
Management Accounting,3262,9,377,12,2,32,5,2
Social Studies,1504,10,148,14,2,59,12,1
Pathology,1188,10,260,4,5,73,10,9
Science,4237,1,32,1,1,32,28,1
Mathematics,4796,13,220,7,4,50,13,5
Pathology,3331,13,75,14,10,66,28,1
Chemistry,1488,6,56,1,5,96,22,7
Auditing,1774,12,89,7,2,44,6,4
Auditing,1295,7,480,11,2,55,25,1
Microbiology,1787,1,35,4,9,88,14,12
Social Studies,901,10,282,8,2,79,28,1
Mathematics,1177,6,69,13,3,70,14,1
Social Studies,1852,10,453,10,5,66,30,1
Data Structures,3301,13,51,14,6,66,11,2
Auditing,2311,3,378,2,9,71,26,13
Hindi,2759,15,367,9,3,59,13,2
Pharmacology,1084,13,184,6,4,70,8,7
Corporate Finance,4806,11,436,3,4,31,29,3
English,581,9,428,5,6,85,2,14
DBMS,1342,15,185,8,2,40,23,1
Cost Accounting,1694,14,304,7,10,97,30,5
Physiology,3763,14,253,4,6,72,2,14
Geography,1514,8,103,4,6,46,14,7
Machine Learning,4452,14,134,7,10,68,8,13
Corporate Finance,1076,14,397,3,3,91,0,13
Hindi,1110,10,35,14,10,33,30,1
Chemistry,4314,15,205,7,7,33,18,5
Physiology,4961,11,229,13,6,74,21,1
Corporate Finance,4324,12,128,14,2,91,4,2
Management Accounting,594,12,229,5,5,53,17,4
Social Studies,2072,6,360,2,4,52,11,11
Auditing,4480,3,316,3,5,76,14,13
Auditing,4511,2,326,6,8,83,13,16
Compiler Design,986,8,468,14,9,97,2,11
Microbiology,3224,8,338,7,3,47,21,1
English,3900,10,288,3,1,79,19,4
History,4132,9,155,2,9,89,17,14
DBMS,3046,2,140,11,1,74,3,5
English,2375,6,96,3,4,42,15,6
Social Studies,1222,12,328,5,1,70,12,4
Corporate Finance,2178,3,445,7,8,80,15,13
Geography,4579,1,74,11,4,31,16,1
Hindi,3200,13,195,12,10,87,26,2
DBMS,2421,10,472,10,5,97,20,3
History,1247,12,235,13,9,36,19,1
Operating Systems,4678,11,125,4,7,80,9,13
Compiler Design,3615,7,276,5,4,64,15,7
Biology,2277,11,378,7,2,37,24,1
DBMS,4109,1,242,9,10,34,23,10
English,2951,1,251,6,7,79,6,17
English,3702,11,285,10,9,60,2,13
Physics,2505,12,477,7,5,75,15,6
Science,1056,4,204,12,3,59,10,1
Corporate Finance,3232,5,474,9,8,98,13,12
Microbiology,1450,12,165,4,7,55,15,8
Artificial Intelligence,4273,8,56,6,9,69,10,12
Algorithms,1943,15,251,13,1,70,2,1
Pharmacology,1903,5,93,3,1,54,7,7
Physiology,1476,7,380,7,10,84,6,15
Pharmacology,2339,15,258,12,8,91,11,6
Geography,824,3,254,14,8,77,7,7
Management Accounting,343,6,443,12,5,70,0,8
Algorithms,1950,5,310,6,5,93,1,14
Financial Accounting,4769,1,116,13,5,77,8,6
Social Studies,554,9,218,4,6,42,15,7
Pathology,4736,2,127,9,10,72,14,11
Mathematics,3748,6,173,7,6,49,26,2
Social Studies,3090,2,368,13,8,52,29,3
Machine Learning,2446,14,69,14,7,100,30,1
English,3497,10,294,9,8,66,6,11
Financial Accounting,3499,8,233,3,3,65,25,3
Cost Accounting,660,2,332,1,7,86,16,16
Computer Networks,2705,11,351,8,9,72,15,9
Software Engineering,3783,9,429,1,8,62,10,17
Biology,658,10,342,14,7,78,17,1
Mathematics,1394,11,329,14,2,92,17,1
Microbiology,4295,1,118,4,3,64,3,13
Financial Accounting,1927,9,370,8,5,57,17,4
Social Studies,3817,12,312,13,4,51,10,2
Science,4726,12,211,9,4,84,20,2
Operating Systems,483,4,256,10,9,82,23,5
Operating Systems,2199,5,469,14,1,74,0,5
English,3107,2,318,2,5,36,2,18
Operating Systems,4482,13,361,4,10,63,23,11
Pathology,4862,12,266,11,8,89,17,6
Mathematics,531,13,151,11,6,70,15,2
Mathematics,3192,7,241,3,4,70,27,4
Computer Networks,4589,8,118,14,6,81,2,7
DBMS,1351,12,466,10,1,70,19,1
Machine Learning,559,1,466,7,6,51,25,11
Artificial Intelligence,1821,8,268,9,6,57,5,8
Anatomy,4147,14,183,13,8,31,24,1
Machine Learning,382,6,472,8,8,34,3,12
Cyber Security,704,12,381,6,7,37,5,11
Microbiology,1892,9,142,9,9,99,2,13
DBMS,3886,9,200,13,1,93,23,1
Data Structures,4379,2,297,6,9,89,2,21
Geography,4616,7,94,3,8,98,11,15
Cost Accounting,578,6,220,11,10,45,16,6
Algorithms,2017,3,280,7,9,31,14,11
English,4667,14,298,14,6,45,10,3
Social Studies,3894,9,57,2,4,59,16,8
Chemistry,1866,9,311,2,8,53,24,8
Science,1783,11,42,10,8,65,17,4
Biology,2481,12,400,6,10,32,18,9
Physiology,3320,14,114,10,4,76,10,4
Chemistry,1369,1,177,1,5,36,18,11
DBMS,4061,10,216,10,5,87,14,5
Financial Accounting,4875,9,310,6,1,57,27,1
DBMS,806,4,133,6,8,53,24,4
DBMS,4555,11,449,3,3,31,11,9
Anatomy,1051,9,464,5,5,34,2,12
Hindi,972,9,78,12,9,73,13,5
Corporate Finance,2524,1,265,12,8,94,2,16
Machine Learning,838,10,277,2,5,77,14,9
Algorithms,589,12,54,4,10,43,7,13
Software Engineering,599,14,316,13,2,43,8,1
Chemistry,1805,1,176,2,10,94,23,15
English,3819,9,208,14,8,77,19,2
Management Accounting,3236,7,236,6,3,80,14,6
Computer Networks,1238,9,369,14,1,69,13,1
Social Studies,4270,1,318,2,6,93,19,17
Microbiology,2077,10,163,4,5,94,4,12
Biology,2920,2,149,4,2,66,4,11
Algorithms,584,8,231,13,6,72,0,7
Financial Accounting,1706,2,82,14,5,78,28,1
Machine Learning,3835,10,212,1,4,88,11,12
Physiology,4314,5,159,3,9,85,26,10
Science,3445,8,390,9,1,81,12,3
Science,4807,1,247,5,4,72,28,7
Software Engineering,4394,7,469,4,8,42,12,14
Pharmacology,1633,2,475,12,1,32,15,3
Biology,2795,3,287,2,7,72,28,9
Mathematics,3161,8,401,5,6,40,13,9
Corporate Finance,1153,5,381,13,4,64,0,7
Corporate Finance,4212,4,471,7,4,74,27,4
Operating Systems,4567,9,410,2,9,35,16,14
Microbiology,1513,3,379,12,4,30,13,3
Anatomy,310,7,344,2,1,70,2,11
Economics,1710,12,294,9,6,45,0,10
Social Studies,3541,1,30,10,4,67,1,8
Chemistry,2061,11,335,10,2,91,29,1
Science,1168,5,195,8,3,61,15,2
Microbiology,2121,6,455,7,2,66,4,9
English,4565,14,381,9,3,55,22,1
Computer Networks,1671,2,234,6,4,70,10,10
Pharmacology,4491,14,284,12,4,30,1,6
Pathology,1449,1,178,4,2,51,25,3
Pharmacology,3203,1,211,8,7,34,23,7
Operating Systems,1553,8,102,14,9,45,20,1
Microbiology,4046,6,177,3,10,69,27,10
Algorithms,3713,3,221,4,4,43,8,11
Cost Accounting,449,11,95,5,1,74,9,4
Chemistry,3331,12,367,9,6,47,21,2
Corporate Finance,987,12,375,8,4,99,21,2
Science,341,5,144,12,7,99,27,1
Cyber Security,4388,3,295,2,8,70,16,15
Geography,1197,8,233,4,2,94,14,5
Biochemistry,2376,12,189,7,7,40,25,2
Geography,1750,1,355,5,6,31,26,10
Algorithms,1931,2,334,9,9,77,15,12
Anatomy,921,2,44,13,9,85,7,7
Software Engineering,2534,14,185,3,9,86,12,14
Compiler Design,1805,6,153,12,5,65,3,6
English,439,11,274,9,5,32,15,2
Cost Accounting,2555,3,134,4,5,35,8,10
Auditing,1101,15,303,14,9,75,19,1
Computer Networks,736,10,31,11,8,85,15,4
Management Accounting,2069,13,51,7,4,68,18,2
Hindi,3692,3,280,10,2,42,13,3
Cyber Security,1632,11,270,5,9,97,1,17
Computer Networks,2768,14,172,9,6,55,30,1
Pathology,2364,8,250,11,2,90,20,1
Geography,3373,3,255,11,3,97,30,1
Cyber Security,2820,6,338,3,5,90,5,15
Financial Accounting,3969,6,44,5,8,69,9,12
Operating Systems,3283,9,469,5,6,54,27,4
Biology,725,4,121,6,2,42,26,1
Cyber Security,3569,5,422,4,8,30,25,9
Financial Accounting,2947,9,455,1,5,68,25,7
Biology,4356,9,276,7,4,41,13,5
Science,4752,11,148,6,4,99,2,12
Data Structures,3671,15,341,2,2,80,18,6
Artificial Intelligence,1361,15,144,5,6,76,30,1
Hindi,4041,4,403,1,5,85,22,12
Social Studies,3454,7,181,13,7,89,19,2
Mathematics,1140,12,219,8,1,76,8,3
Cyber Security,3020,12,193,14,10,77,23,2
Compiler Design,2417,13,480,4,9,75,24,9
Economics,540,11,88,7,9,61,2,13
Artificial Intelligence,1567,9,136,13,6,91,2,6
Social Studies,1932,13,145,1,10,45,22,11
English,472,5,254,6,4,44,10,6
Chemistry,2139,2,341,12,1,100,17,2
Operating Systems,4148,10,399,12,9,83,23,4
Biology,2627,3,345,11,3,80,5,8
Anatomy,594,7,50,8,8,72,8,9
Microbiology,1697,2,416,10,2,42,15,5
Chemistry,729,4,191,3,4,43,8,9
Cost Accounting,3106,2,178,13,5,71,27,1
Physiology,3414,13,368,5,2,73,18,4
Operating Systems,1719,7,275,10,10,78,21,6
Physiology,2451,14,264,13,6,77,8,4
Microbiology,1785,13,407,6,8,67,17,8
Microbiology,3196,3,421,7,6,69,27,6
Social Studies,2723,1,48,1,5,33,5,13
Science,821,7,283,8,10,88,7,13
English,4674,13,264,4,2,34,24,1
Financial Accounting,3765,4,415,6,2,48,16,6
Economics,2615,13,313,5,7,79,17,8
Microbiology,2310,8,168,3,9,67,23,9
Physics,3316,1,184,11,9,74,18,9
Management Accounting,4728,2,419,2,3,77,29,9
Software Engineering,2515,8,415,12,6,30,29,1
Chemistry,454,9,305,8,7,61,2,11
Anatomy,2881,11,153,8,9,79,8,11
DBMS,4986,12,360,12,1,83,27,1
Physiology,3273,12,175,5,1,39,21,1
Physics,3042,13,186,12,4,71,25,1
Machine Learning,1896,8,370,6,1,37,1,7
Management Accounting,3150,15,254,8,4,37,3,7
Data Structures,1904,10,115,14,4,57,7,1
Chemistry,3655,11,368,8,8,73,17,8
Biochemistry,2390,2,177,6,3,92,2,12
Artificial Intelligence,1220,5,66,2,2,98,16,6
DBMS,318,10,241,11,10,53,15,6
Anatomy,2942,12,321,1,5,45,8,13
Pharmacology,1602,9,345,14,8,39,17,1
Hindi,4049,11,392,2,1,50,28,1
Economics,910,11,215,8,9,42,7,10
Machine Learning,2459,6,205,9,4,98,25,1
Biochemistry,4983,12,295,6,1,33,7,6
Hindi,2265,8,302,6,9,75,4,15
Anatomy,2277,11,171,11,10,35,27,1
Machine Learning,3594,7,129,3,3,74,10,9
Anatomy,3274,5,435,2,2,54,17,8
Artificial Intelligence,1645,10,123,3,7,88,11,12
Geography,4298,5,454,4,10,59,17,15
Mathematics,4377,10,333,8,5,33,13,6
Chemistry,1044,1,422,6,5,94,11,17
English,4089,1,319,12,1,97,17,5
Software Engineering,4039,13,162,7,6,35,19,4
Biology,2266,8,43,14,6,33,11,1
Artificial Intelligence,1868,9,61,6,5,96,11,7
Microbiology,3891,13,362,4,8,89,19,11
Operating Systems,4428,6,232,1,2,73,7,12
Auditing,3460,2,444,4,9,60,25,14
Management Accounting,3844,2,345,11,5,39,17,6
Anatomy,1057,1,41,14,5,96,30,1
Geography,3754,14,433,7,4,81,13,6
Social Studies,1306,7,150,10,6,67,0,9
Science,3900,12,124,9,1,84,17,1
Microbiology,4028,3,227,9,3,39,3,8
Computer Networks,716,11,88,2,5,99,6,12
Mathematics,1631,6,87,4,5,71,26,2
Machine Learning,2433,13,386,5,10,39,28,6
Software Engineering,3275,8,59,11,7,86,2,9
Management Accounting,4480,3,103,6,6,60,20,6
Machine Learning,2208,8,444,7,9,32,17,9
Pathology,2456,3,197,9,1,75,20,1
Geography,3764,5,297,10,10,99,3,16
Cost Accounting,4838,9,387,11,8,68,1,13
Mathematics,3689,14,80,3,7,70,20,8
Biology,2555,9,435,7,6,32,19,5
Compiler Design,4759,3,234,1,2,60,11,11
Auditing,3487,10,394,6,6,68,25,4
English,1190,2,415,4,6,72,13,15
History,2743,5,217,7,3,80,7,8
Cost Accounting,4385,15,60,6,2,60,20,1
Cost Accounting,1709,2,230,2,6,55,19,11
Pharmacology,1159,9,137,1,9,61,8,16
Anatomy,1617,1,107,7,8,74,9,12
English,2883,2,449,13,8,74,17,9
Data Structures,2652,12,227,10,9,53,12,7
Machine Learning,2360,1,192,8,1,41,18,2
English,3930,13,370,4,4,85,27,3
Pathology,2547,12,406,9,4,80,22,1
Algorithms,1833,5,411,7,6,72,9,11
Compiler Design,1471,10,197,12,10,30,26,1
Artificial Intelligence,663,6,105,1,5,53,17,8
Algorithms,1123,10,235,9,4,32,8,4
Cyber Security,3133,15,96,7,7,81,27,2
History,1806,6,122,13,6,55,15,1
Social Studies,338,3,207,3,1,96,16,5
English,3629,2,469,7,5,83,27,8
Chemistry,2079,12,178,13,4,49,2,3
Physics,646,9,238,4,10,34,3,16
Machine Learning,752,8,300,9,7,41,1,10
Mathematics,1428,14,345,1,3,92,8,11
Biology,4817,14,437,5,5,86,29,3
Algorithms,1116,14,345,13,4,61,11,1
DBMS,868,15,164,14,8,81,10,4
Mathematics,2312,3,238,8,7,67,29,3
Physics,970,12,234,12,2,42,17,1
Biology,3353,14,403,2,4,37,18,7
Physics,4220,13,76,13,3,62,25,1
Hindi,4297,8,423,11,4,39,21,1
Computer Networks,4446,2,403,5,8,48,10,18
Cyber Security,4198,8,96,11,1,64,19,1
Economics,1746,6,127,12,5,65,5,5
Cost Accounting,4765,11,206,14,7,83,15,3
Chemistry,4692,3,218,4,10,63,3,20
Pharmacology,380,1,204,2,8,66,6,19
Algorithms,1470,15,123,8,4,74,11,4
Software Engineering,4003,10,223,9,5,41,15,4
Operating Systems,3115,10,140,11,1,91,21,1
DBMS,2406,10,358,9,3,65,11,4
Hindi,2174,2,298,14,7,63,9,8
Software Engineering,4228,11,378,5,9,89,22,10
Cyber Security,3174,4,357,10,1,32,30,1
Software Engineering,3908,13,231,13,5,47,27,1
Biochemistry,1133,6,236,2,5,64,14,9
Computer Networks,2651,11,410,6,5,32,16,5
DBMS,2394,15,223,4,9,93,25,8
Computer Networks,4977,14,460,1,3,97,0,17
Mathematics,401,4,392,13,1,86,28,1
Financial Accounting,706,12,195,8,8,34,10,7
Cost Accounting,1582,1,68,6,10,59,28,6
Mathematics,4126,7,54,7,2,83,25,1
Physiology,1296,6,151,9,5,76,5,7
Auditing,1779,9,390,2,7,34,10,13
Pathology,2874,13,129,6,4,45,18,3
Physiology,1687,6,279,5,4,32,20,3
Pathology,1268,15,83,4,7,70,23,5
Economics,856,12,255,2,1,81,11,6
Science,3696,3,168,6,10,98,8,16
Chemistry,2904,2,261,7,3,73,25,3
Software Engineering,4289,2,135,4,5,54,6,13
Management Accounting,4315,9,118,1,10,98,14,17
Algorithms,2299,5,327,5,8,50,5,15
DBMS,2350,4,316,5,3,78,28,2
Financial Accounting,975,6,218,2,9,95,0,20
Corporate Finance,3350,2,99,9,2,57,2,7
Physics,577,6,37,7,1,96,29,1
Compiler Design,894,3,293,13,3,56,13,1
Management Accounting,4907,10,88,10,7,57,29,1
Data Structures,1948,6,267,6,4,96,27,2
Economics,3240,13,177,12,9,87,4,10
Operating Systems,1649,1,425,14,2,59,15,6
Anatomy,2420,9,346,14,9,91,7,8
Geography,762,15,192,14,1,55,17,1
History,3352,14,73,13,6,96,4,6
Cost Accounting,2117,7,124,5,10,96,11,14
Compiler Design,3425,7,428,11,2,99,5,6
Physiology,2562,4,390,6,10,76,23,11
Cost Accounting,3282,10,208,14,6,80,25,1
Cost Accounting,2487,9,442,3,5,44,11,10
Cyber Security,2190,5,75,2,5,62,28,3
Machine Learning,3855,5,338,1,1,47,3,13
Cost Accounting,2898,2,391,2,1,67,16,10
English,3771,7,51,4,6,73,4,13
Economics,2904,12,137,8,2,38,6,4
Biochemistry,2843,3,411,3,4,70,22,9
English,3790,5,96,1,4,48,14,9
History,2369,13,341,12,10,35,9,8
Data Structures,2825,10,443,5,6,80,13,10
Cyber Security,4264,8,374,10,4,99,10,7
Cyber Security,3232,11,143,5,6,66,12,9
Data Structures,3348,13,275,2,1,38,29,1
Chemistry,2041,15,185,14,7,79,29,1
Economics,2813,10,271,10,2,61,21,1
Computer Networks,4696,8,239,11,3,95,16,2
Science,3441,9,377,5,3,82,6,10
Computer Networks,4168,5,44,5,3,94,1,11
History,3470,6,219,14,8,30,14,3
Artificial Intelligence,1236,10,159,7,3,67,20,1
Biology,878,8,375,11,1,85,1,4
Mathematics,1443,7,451,14,8,100,8,8
Corporate Finance,3052,15,46,8,1,77,25,1
Chemistry,617,15,40,2,3,36,29,1
Physics,1554,8,300,14,5,30,2,4
Geography,1017,9,174,12,4,67,29,1
Anatomy,2431,3,116,1,9,65,12,16
Data Structures,4350,1,467,2,6,36,27,16
Management Accounting,4920,15,235,12,1,36,5,1
Artificial Intelligence,1810,7,368,13,9,80,10,8
Management Accounting,4326,15,126,3,2,72,30,1
Pathology,3202,5,235,11,6,50,20,2
Science,4610,1,87,1,10,60,14,17
Cyber Security,1440,4,177,7,1,98,3,7
Anatomy,2656,9,350,10,1,34,5,3
Anatomy,497,4,429,9,10,72,1,17
Cost Accounting,4246,10,73,7,6,69,14,7
